municipio;gentilico;populacao_ultimo_senso;densidade_demografica;populacao_estimada;pessoal_ocupado;salario_medio_mensal_trabalhadores_formais;populacao_ocupada;perc_pop_rend_per_capta_meio_sm;matriculas_ensino_fundamental;matriculas_ensino_medio;docentes_ensino_fundamental;tx_escolarizacao_16_14;IDEB_anos_iniciais_ef;IDEB_anos_finais_ef;escolas_ensino_fundamental;escolas_ensino_medio;idhm;pib_per_capta;perc_receitas_fontes_externas;qt_estabelecimentos_saude_sus;area_unidade_territorial;mortalidade_infantil;esgotamento_sanitario_adequado;internacoes_por_diarreia;arborizavao_vias_publixas;urbanizacao_vias_publicas;bioma;sistema_costeiro_marinho;hierarquia_urbana;populacao_exposta_risco;regiao_influencia;regiao_intermediaria;regiao_imediata;mesorregiao;microrregiao
São Sebastião da Grama;paulista;12099;47.94;12137;2673;2;0.219;0.294;1221;351;97;0.983;6.9;5.4;8;3;0.701;24086.11;0.851;6;252.41;13.16;0.723;1.4;0.897;0.586;Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de São João da Boa Vista/SP - Centro Subregional A (3A)\. São José do Rio Pardo - Centro Subregional B (3B);Campinas;São José do Rio Pardo - Mococa;Campinas;São João da Boa Vista
Pontalinda;paulista;4074;19.38;4719;382;2.2;0.083;0.288;545;118;41;0.983;6.7;;2;1;0.702;16766.27;0.851;1;209.525;;0.84;0.7;0.847;0.035;Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Jales/SP - Centro Subregional B (3B);São José do Rio Preto;Jales;São José do Rio Preto;Jales
Irapuru;paulista;7789;36.24;8356;821;2.6;0.099;0.446;598;157;43;0.951;7.2;4.7;4;3;0.712;11569.78;0.852;3;214.461;;0.821;1.3;0.819;0.237;Mata Atlântica;Não pertence;Centro Local (5);0;Dracena - Centro Subregional B (3B);Presidente Prudente;Dracena;Presidente Prudente;Adamantina
Florínea;paulista;2829;12.54;2631;404;2.1;0.151;0.36;331;83;28;0.966;6.5;5.3;3;1;0.713;52668.03;0.853;1;225.886;;0.924;0.7;1;0.294;Mata Atlântica;Não pertence;Centro Local (5);0;Assis - Centro Subregional A (3A);Marília;Assis;Assis;Assis
São Luiz do Paraitinga;paulista;10397;16.84;10693;2575;2;0.241;0.377;1167;342;75;1;7.1;5.3;7;1;0.697;15911.03;0.853;3;617.315;;0.656;;0.648;0.502;Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de São José dos Campos/SP - Capital Regional B (2B);São José dos Campos;Taubaté - Pindamonhangaba;Vale do Paraíba Paulista;Paraibuna/Paraitinga
Mesópolis;paulista;1886;12.67;1903;254;2.4;0.133;0.295;279;38;26;1;6.5;5.8;2;1;0.724;31523.14;0.853;1;148.636;;0.803;;1;0.374;Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Jales/SP - Centro Subregional B (3B);São José do Rio Preto;Jales;São José do Rio Preto;Jales
São Bento do Sapucaí;paulista;10468;41.37;10907;1842;1.8;0.169;0.353;1183;333;83;0.985;6.5;6;10;2;0.72;19642.34;0.853;3;252.579;;0.647;1.8;0.441;0.313;Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de São José dos Campos/SP - Capital Regional B (2B);São José dos Campos;Taubaté - Pindamonhangaba;Vale do Paraíba Paulista;Campos do Jordão
Aramina;paulista;5152;25.39;5689;843;2;0.15;0.332;687;147;44;0.987;6.1;4.5;2;1;0.74;26353.62;0.854;1;202.829;;0.936;0.5;0.992;0.545;Cerrado.Mata Atlântica;Não pertence;Centro Local (5) - Município integrante do Arranjo Populacional de Igarapava/SP;0;Uberaba - Capital Regional C (2C);Ribeirão Preto;Ituverava;Ribeirão Preto;Ituverava
Cosmorama;paulista;7214;16.33;7289;2354;2.1;0.322;0.292;886;220;57;0.979;6.9;5.4;2;1;0.722;47120.51;0.854;3;441.68;;0.745;0.1;0.974;0.557;Cerrado.Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Votuporanga/SP - Centro Subregional B (3B);São José do Rio Preto;Votuporanga;São José do Rio Preto;Votuporanga
Auriflama;paulista;14202;32.72;15316;3206;1.9;0.211;0.251;1342;476;109;0.988;7.2;5.6;7;4;0.773;20446.54;0.854;2;434.498;;0.923;1.8;0.952;0.286;Mata Atlântica;Não pertence;Centro de Zona B (4B);0;Araçatuba - Capital Regional C (2C);Araçatuba;Araçatuba;São José do Rio Preto;Auriflama
Quadra;paulista;3236;15.73;3902;582;2.1;0.153;0.31;609;155;27;0.983;6.4;5.5;1;1;0.678;29658;0.855;1;205.672;;0.285;1.1;0.551;0.198;Mata Atlântica;Não pertence;Centro Local (5);0;Tatuí - Centro Subregional B (3B);Sorocaba;Tatuí;Itapetininga;Tatuí
Marinópolis;paulista;2113;27.15;2101;260;2.1;0.123;0.311;177;56;24;0.976;8;5.8;2;1;0.731;17879.4;0.855;1;77.827;;0.847;1.9;0.998;0.106;Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Jales/SP - Centro Subregional B (3B);São José do Rio Preto;Jales;São José do Rio Preto;Jales
Pinhalzinho;paulista;13105;84.81;15564;2607;1.8;0.171;0.298;1688;397;103;0.978;6.5;5.9;8;1;0.725;18195.86;0.855;4;154.529;5.92;0.664;0.1;0.718;0.213;Mata Atlântica;Não pertence;Centro Local (5);0;Bragança Paulista - Centro Subregional A (3A);Campinas;Bragança Paulista;Campinas;Amparo
Nova Aliança;paulista;5891;27.11;7161;1534;1.9;0.22;0.264;771;186;52;0.992;6.7;4.2;3;1;0.738;21454.62;0.856;2;217.515;;0.914;0.3;0.85;0.126;Mata Atlântica;Não pertence;Capital Regional B (2B) - Município integrante do Arranjo Populacional de São José do Rio Preto/SP;0;Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A);São José do Rio Preto;São José do Rio Preto;São José do Rio Preto;São José do Rio Preto
Canas;paulista;4385;82.33;5268;1009;2.1;0.196;0.378;686;108;45;0.983;5.8;4.8;3;1;0.704;20955.63;0.856;4;53.261;27.4;0.851;0.6;0.817;0.134;Mata Atlântica;Não pertence;Centro Subregional A (3A) - Município integrante do Arranjo Populacional de Lorena/SP;0;Arranjo Populacional de Guaratinguetá/SP - Capital Regional C (2C);São José dos Campos;Guaratinguetá;Vale do Paraíba Paulista;Guaratinguetá
Dirce Reis;paulista;1689;19.12;1805;317;2.8;0.177;0.29;187;35;22;1;6.8;5.1;2;1;0.741;25213.89;0.856;1;88.133;;0.782;;0.998;0.3;Mata Atlântica;Não pertence;Centro Subregional B (3B) - Município integrante do Arranjo Populacional de Jales/SP;0;Arranjo Populacional de São José do Rio Preto/SP - Capital Regional B (2B);São José do Rio Preto;Jales;São José do Rio Preto;Jales
Joanópolis;paulista;11768;31.44;13453;2848;1.8;0.215;0.266;1469;407;69;0.958;7.2;5.2;6;1;0.699;16137.27;0.856;3;374.293;6.58;0.815;;0.668;0.649;Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Atibaia/SP - Centro Subregional B (3B)\. Bragança Paulista - Centro Subregional A (3A);Campinas;Bragança Paulista;Macro Metropolitana Paulista;Bragança Paulista
Cristais Paulista;paulista;7588;19.7;8803;1244;2.1;0.144;0.284;1035;277;61;0.982;6.3;4.7;2;1;0.734;23226.33;0.857;3;385.23;9.62;0.786;0.1;0.981;0.542;Cerrado.Mata Atlântica;Não pertence;Capital Regional C (2C) - Município integrante do Arranjo Populacional de Franca/SP;0;Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A);Ribeirão Preto;Franca;Ribeirão Preto;Franca
Dobrada;paulista;7939;53.02;9088;855;2;0.096;0.305;1076;212;60;0.995;5.9;5.3;4;1;0.718;12515.52;0.857;1;149.729;9.71;0.985;1.8;0.989;0.501;Mata Atlântica;Não pertence;Centro Subregional B (3B) - Município integrante do Arranjo Populacional de Matão/SP;0;Arranjo Populacional de Araraquara/SP - Capital Regional C (2C);Araraquara;Araraquara;Araraquara;Araraquara
Ubarana;paulista;5289;25.23;6488;1451;2.6;0.23;0.313;725;212;37;0.997;5.9;5.6;2;1;0.7;47473.26;0.857;1;209.861;23.26;0.902;0.3;0.981;0.069;Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de São José do Rio Preto/SP - Capital Regional B (2B);São José do Rio Preto;São José do Rio Preto;São José do Rio Preto;São José do Rio Preto
Nova Luzitânia;paulista;3441;46.46;4217;412;2.3;0.1;0.255;318;97;35;0.986;7.1;5.6;2;1;0.743;11281.71;0.857;1;73.816;;0.892;1;0.99;0.305;Mata Atlântica;Não pertence;Centro Local (5) - Município integrante do Arranjo Populacional de Santo Antônio do Aracanguá/SP;0;Araçatuba - Capital Regional C (2C);Araçatuba;Araçatuba;São José do Rio Preto;Auriflama
Analândia;paulista;4293;13.18;5115;1045;2.4;0.209;0.298;547;107;33;0.997;6.2;4.9;1;1;0.754;35504.77;0.858;1;325.953;;0.764;;0.996;0.535;Cerrado.Mata Atlântica;Não pertence;Centro Local (5);27;Arranjo Populacional de Rio Claro/SP - Centro Subregional A (3A);Campinas;Rio Claro;Araraquara;São Carlos
Morungaba;paulista;11769;80.2;13936;4810;2.1;0.353;0.255;1623;396;116;0.974;6.4;5.1;10;1;0.715;37230.26;0.859;8;146.752;12.2;0.886;0.2;0.982;0.792;Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Campinas/SP - Metrópole (1C)\. Itatiba - Centro Subregional B (3B);Campinas;Jundiaí;Macro Metropolitana Paulista;Bragança Paulista
Salto Grande;paulista;8787;46.64;9396;1523;2.2;0.163;0.354;1034;208;73;0.965;6.7;5.2;4;1;0.704;23905.17;0.859;3;188.441;8.77;0.35;2.1;0.946;0.142;Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Ourinhos/SP - Centro Subregional A (3A);Marília;Ourinhos;Assis;Ourinhos
Juquiá;paulista;19246;23.68;18627;2150;1.9;0.114;0.411;2538;699;205;0.977;6.6;5.3;18;6;0.7;18436.57;0.859;9;812.799;12.61;0.625;1.3;0.645;0.118;Mata Atlântica;Não pertence;Centro Local (5);1925;Registro - Centro Subregional B (3B);Sorocaba;Registro;Litoral Sul Paulista;Registro
Pariquera-Açu;paulista;18446;51.34;19797;4100;2.4;0.209;0.37;2699;684;187;0.971;6.3;5.4;17;5;0.736;26979.75;0.859;8;359.414;7.09;0.727;0.1;0.366;0.101;Mata Atlântica;Pertence;Centro Local (5);3374;Registro - Centro Subregional B (3B);Sorocaba;Registro;Litoral Sul Paulista;Registro
Teodoro Sampaio;paulista;21386;13.74;23395;3829;2.1;0.165;0.373;2861;839;247;0.971;6.8;5.4;14;9;0.741;21690.24;0.859;16;1555.803;3.34;0.796;3.2;0.992;0.176;Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Presidente Prudente/SP - Capital Regional C (2C);Presidente Prudente;Presidente Prudente;Presidente Prudente;Presidente Prudente
Cajobi;paulista;9768;55.22;10649;1708;1.9;0.162;0.278;966;253;56;0.997;7.1;6;4;1;0.734;14728.62;0.859;5;176.929;10.1;0.984;5.8;0.97;0.141;Mata Atlântica;Não pertence;Centro Local (5);0;Olímpia - Centro Subregional B (3B);Ribeirão Preto;Barretos;São José do Rio Preto;Catanduva
Pirangi;paulista;10623;49.3;11524;3151;2.2;0.276;0.263;1163;366;79;0.978;6.9;5.2;3;2;0.756;23697.82;0.86;4;215.809;;0.977;1.2;0.973;0.234;Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Catanduva/SP - Capital Regional C (2C);São José do Rio Preto;Catanduva;Ribeirão Preto;Jaboticabal
Sarapuí;paulista;9027;25.6;10493;1624;1.9;0.158;0.328;1237;379;82;0.99;6.2;5.3;5;2;0.707;15472.98;0.86;4;352.592;8.93;0.646;0.1;0.771;0.087;Cerrado.Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Itapetininga/SP - Centro Subregional A (3A);Sorocaba;Sorocaba;Macro Metropolitana Paulista;Sorocaba
Monte Aprazível;paulista;21746;43.76;25651;5097;2.4;0.203;0.272;2459;704;152;0.988;6.9;5.4;11;3;0.785;24340.2;0.86;14;495.559;3.83;0.897;8.2;0.976;0.254;Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de São José do Rio Preto/SP - Capital Regional B (2B);São José do Rio Preto;São José do Rio Preto;São José do Rio Preto;Nhandeara
Pilar do Sul;paulista;26406;38.77;29612;5571;2;0.191;0.365;3766;976;220;0.938;7;6;12;5;0.69;25490.29;0.86;11;681.248;;0.828;0.5;0.623;0.181;Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Sorocaba/SP - Capital Regional B (2B);Sorocaba;Sorocaba;Macro Metropolitana Paulista;Piedade
Itariri;paulista;15471;56.53;17754;1542;2.2;0.088;0.413;2001;465;148;0.964;6.5;4.7;11;4;0.677;18748.36;0.861;2;273.667;12.42;0.56;;0.472;0.098;Mata Atlântica;Pertence;Centro Local (5);3545;Peruíbe - Centro de Zona A (4A);São Paulo;Santos;Litoral Sul Paulista;Itanhaém
Eldorado;paulista;14641;8.85;15592;1405;1.9;0.091;0.416;2027;548;152;0.973;6;5;24;5;0.691;19766.99;0.861;4;1654.256;20.94;0.614;;0.374;0.592;Mata Atlântica;Não pertence;Centro Local (5);6017;Registro - Centro Subregional B (3B);Sorocaba;Registro;Litoral Sul Paulista;Registro
Rincão;paulista;10414;32.96;10824;1622;2.1;0.15;0.331;1160;339;88;0.982;5.6;3.8;6;2;0.734;17835.56;0.862;4;316.639;8.85;0.987;0.1;0.94;0.182;Cerrado.Mata Atlântica;Não pertence;Capital Regional C (2C) - Município integrante do Arranjo Populacional de Araraquara/SP;0;Arranjo Populacional de Ribeirão Preto/SP - Capital Regional A (2A);Araraquara;Araraquara;Araraquara;Araraquara
Oriente;paulista;6097;27.89;6569;938;2.4;0.144;0.317;539;132;45;0.972;6.6;4.7;3;1;0.77;15532.92;0.862;4;218.668;;0.947;;0.91;0.431;Mata Atlântica;Não pertence;Capital Regional C (2C) - Município integrante do Arranjo Populacional de Marília/SP;0;Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A);Marília;Marília;Marília;Marília
Piquete;paulista;14107;80.16;13495;1495;2.2;0.109;0.393;1317;339;88;0.988;6.6;4.9;7;2;0.757;12125.52;0.862;5;175.996;7.81;0.772;0.1;0.418;0.565;Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Lorena/SP - Centro Subregional A (3A);São José dos Campos;Guaratinguetá;Vale do Paraíba Paulista;Guaratinguetá
Três Fronteiras;paulista;5427;35.9;5856;765;2.1;0.132;0.295;652;178;46;0.988;6.1;5.2;3;1;0.753;18055.42;0.862;2;151.594;11.9;0.85;0.3;0.999;0.023;Mata Atlântica;Não pertence;Centro de Zona A (4A) - Município integrante do Arranjo Populacional de Santa Fé do Sul/SP;0;Arranjo Populacional de São José do Rio Preto/SP - Capital Regional B (2B);São José do Rio Preto;Santa Fé do Sul;São José do Rio Preto;Jales
Indiana;paulista;4825;38.11;4873;717;1.9;0.147;0.296;436;126;36;0.98;6.6;5.8;2;1;0.761;13303.66;0.862;3;129.367;;0.719;0.4;0.421;0.1;Cerrado.Mata Atlântica;Não pertence;Capital Regional C (2C) - Município integrante do Arranjo Populacional de Presidente Prudente/SP;0;Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A);Presidente Prudente;Presidente Prudente;Presidente Prudente;Presidente Prudente
Alto Alegre;paulista;4102;12.86;4078;557;2.4;0.136;0.283;360;99;31;0.951;8.1;4.6;2;1;0.7;29423.18;0.863;4;318.574;27.03;0.827;1;0.943;0.059;Mata Atlântica;Não pertence;Centro Local (5);0;Penápolis - Centro Subregional B (3B);Araçatuba;Birigui - Penápolis;Araçatuba;Birigui
Ribeirão dos Índios;paulista;2187;11.14;2222;336;1.8;0.151;0.34;202;59;18;0.986;6.9;4.8;2;1;0.721;17490.35;0.863;1;196.446;;0.845;2.7;0.957;0.406;Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Presidente Prudente/SP - Capital Regional C (2C);Presidente Prudente;Presidente Prudente;Presidente Prudente;Presidente Prudente
Ipaussu;paulista;13663;65.17;15165;3496;2.3;0.234;0.309;1944;681;130;0.979;6.3;5.6;8;3;0.727;22611.54;0.863;3;209.554;11.24;0.981;0.7;0.948;0.136;Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Ourinhos/SP - Centro Subregional A (3A);Marília;Ourinhos;Assis;Ourinhos
São Francisco;paulista;2793;36.94;2813;267;2.3;0.095;0.31;251;90;21;1;7;5.9;2;1;0.723;16179.2;0.863;1;75.579;;0.896;1.1;0.972;0.126;Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Jales/SP - Centro Subregional B (3B);São José do Rio Preto;Jales;São José do Rio Preto;Jales
Bananal;paulista;10223;16.58;11039;1931;1.9;0.176;0.351;1175;322;81;0.971;5.5;4.3;7;1;0.733;16613.77;0.864;4;616.429;;0.849;0.1;0.43;0.379;Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Volta Redonda - Barra Mansa/RJ - Capital Regional C (2C);São José dos Campos;Cruzeiro;Vale do Paraíba Paulista;Bananal
Sabino;paulista;5217;16.78;5638;589;2;0.105;0.282;634;129;45;0.972;6.3;4.5;3;1;0.728;18989.53;0.864;1;305.285;;0.878;;0.981;0.144;Mata Atlântica;Não pertence;Centro Local (5);0;Lins - Centro Subregional B (3B);Bauru;Lins;Bauru;Lins
São José do Barreiro;paulista;4077;7.14;4141;509;2.1;0.123;0.388;549;149;35;0.955;6;4.9;4;1;0.684;12215.82;0.865;3;570.685;46.51;0.736;;0.601;0.385;Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Cruzeiro/SP - Centro Subregional B (3B);São José dos Campos;Cruzeiro;Vale do Paraíba Paulista;Bananal
Rosana;paulista;19691;26.51;15929;3362;2.7;0.202;0.405;2094;657;186;0.981;6.9;4.9;13;8;0.764;90579.56;0.865;15;744.011;4.46;0.817;0.7;0.872;0.193;Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Presidente Prudente/SP - Capital Regional C (2C);Presidente Prudente;Presidente Prudente;Presidente Prudente;Presidente Prudente
Estrela do Norte;paulista;2658;10.09;2774;342;2;0.124;0.356;322;84;31;0.989;6.2;5;2;1;0.74;18307.13;0.866;1;264.987;;0.871;1.1;0.868;0.082;Cerrado.Mata Atlântica;Não pertence;Capital Regional C (2C) - Município integrante do Arranjo Populacional de Presidente Prudente/SP;0;Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A);Presidente Prudente;Presidente Prudente;Presidente Prudente;Presidente Prudente
Mendonça;paulista;4640;23.79;5638;2370;2.7;0.432;0.273;644;175;52;0.981;7.2;5.8;2;1;0.744;32438.03;0.866;1;195.151;;0.827;0.4;0.967;0.053;Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de São José do Rio Preto/SP - Capital Regional B (2B);São José do Rio Preto;São José do Rio Preto;São José do Rio Preto;São José do Rio Preto
Tabatinga;paulista;14686;39.74;16787;3468;1.7;0.21;0.243;1803;520;126;0.965;6.5;5.5;7;3;0.704;15222.13;0.867;9;368.604;16.22;0.892;1.9;0.995;0.192;Cerrado.Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Araraquara/SP - Capital Regional C (2C);Araraquara;Araraquara;Araraquara;Araraquara
Pirapozinho;paulista;24694;51.66;27974;6494;2.3;0.236;0.333;2866;825;199;0.988;6.5;5;14;6;0.776;26409.04;0.868;9;477.673;15.21;0.936;0.4;0.97;0.114;Cerrado.Mata Atlântica;Não pertence;Capital Regional C (2C) - Município integrante do Arranjo Populacional de Presidente Prudente/SP;0;Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A);Presidente Prudente;Presidente Prudente;Presidente Prudente;Presidente Prudente
Urânia;paulista;8836;42.29;9125;1439;2.1;0.158;0.293;745;228;57;1;7.5;5.6;4;1;0.746;25440.67;0.868;3;209.262;;0.895;5.7;0.988;0.034;Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Jales/SP - Centro Subregional B (3B);São José do Rio Preto;Jales;São José do Rio Preto;Jales
Igarapava;paulista;27952;59.7;30791;6560;2.3;0.216;0.296;3162;1042;146;0.978;6.1;4.6;9;5;0.768;39767.17;0.87;6;468.355;14.04;0.958;0.4;0.979;0.28;Cerrado.Mata Atlântica;Não pertence;Centro Local (5) - Município integrante do Arranjo Populacional de Igarapava/SP;0;Uberaba - Capital Regional C (2C);Ribeirão Preto;Ituverava;Ribeirão Preto;Ituverava
Murutinga do Sul;paulista;4186;16.69;4525;508;2.1;0.113;0.303;371;92;39;0.964;7;5.3;2;1;0.726;16123.37;0.87;3;250.873;;0.737;0.9;0.999;0.155;Mata Atlântica;Não pertence;Centro Local (5);0;Andradina - Centro Subregional B (3B);Araçatuba;Andradina;Araçatuba;Andradina
Bastos;paulista;20445;118.95;20952;5213;2;0.249;0.302;2578;710;168;0.985;6.8;5.5;12;4;0.751;51230.47;0.871;11;170.912;7.81;0.885;10.8;0.927;0.309;Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Tupã/SP - Centro Subregional B (3B);Marília;Tupã;Marília;Tupã
Torrinha;paulista;9330;29.59;10100;2210;2;0.221;0.273;986;216;65;0.964;6.8;5;5;1;0.744;20794.75;0.873;4;315.267;;0.912;0.5;0.974;0.046;Cerrado.Mata Atlântica;Não pertence;Centro Local (5);0;Jaú - Capital Regional C (2C);Bauru;Jaú;Piracicaba;Rio Claro
Paulistânia;paulista;1779;6.93;1835;242;2.2;0.132;0.311;246;65;22;0.975;7.2;5.8;2;1;0.718;19694.19;0.873;1;256.178;;0.634;;0.958;0.374;Cerrado;Não pertence;Centro Local (5);0;Arranjo Populacional de Bauru/SP - Capital Regional B (2B);Bauru;Bauru;Bauru;Bauru
Itapura;paulista;4357;14.46;4994;683;2.1;0.139;0.364;531;103;36;0.98;6.5;;2;1;0.72;19449.94;0.874;1;301.653;;0.353;1.3;0.956;0.084;Mata Atlântica;Não pertence;Centro Local (5);0;Ilha Solteira - Centro de Zona B (4B);Araçatuba;Andradina;Araçatuba;Andradina
Suzanápolis;paulista;3383;10.24;4063;1559;3;0.393;0.374;423;121;38;0.998;6.6;5.1;3;1;0.699;40748.42;0.875;1;330.587;;0.698;;0.962;0.088;Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Jales/SP - Centro Subregional B (3B)\. Pereira Barreto - Centro de Zona B (4B);São José do Rio Preto;Jales;Araçatuba;Andradina
Braúna;paulista;5021;25.7;5795;548;2.3;0.096;0.267;602;152;39;0.986;6.7;5.3;3;1;0.737;17214.99;0.875;1;195.176;16.67;0.895;0.7;0.968;0.147;Mata Atlântica;Não pertence;Centro Subregional B (3B) - Município integrante do Arranjo Populacional de Birigui/SP;0;Araçatuba - Capital Regional C (2C);Araçatuba;Birigui - Penápolis;Araçatuba;Birigui
Américo de Campos;paulista;5706;22.54;5993;736;2;0.123;0.29;639;211;46;0.982;6.3;5.6;3;2;0.745;17089.52;0.875;1;252.876;;0.866;0.3;0.978;0.12;Cerrado.Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Votuporanga/SP - Centro Subregional B (3B);São José do Rio Preto;Votuporanga;São José do Rio Preto;Votuporanga
Silveiras;paulista;5792;13.96;6375;726;2;0.115;0.36;798;241;62;0.982;5.9;4.8;4;2;0.678;12078.41;0.876;3;414.782;;0.714;;0.64;0.452;Mata Atlântica;Não pertence;Centro Local (5);0;Arranjo Populacional de Lorena/SP - Centro Subregional A (3A);São José dos Campos;Cruzeiro;Vale do Paraíba Paulista;Bananal
Iguape;paulista;28841;14.58;31117;3065;2.2;0.099;0.398;3776;1359;257;0.995;6;5;28;8;0.726;40708.33;0.876;11;1978.795;9.23;0.762;0.1;0.59;0.244;Mata Atlântica;Pertence;Centro Local (5) - Município integrante do Arranjo Populacional de Iguape/SP;4861;Registro - Centro Subregional B (3B);Sorocaba;Registro;Litoral Sul Paulista;Registro
Barra do Turvo;paulista;7729;7.67;7606;735;2;0.096;0.424;1083;305;65;0.956;5.5;4.6;9;2;0.641;12681.92;0.877;5;1007.684;;0.449;0.1;0.19;0.364;Mata Atlântica;Não pertence;Centro Local (5);664;Registro - Centro Subregional B (3B)\. Arranjo Populacional de Curitiba/PR - Metrópole (1C);Sorocaba;Registro;Litoral Sul Paulista;Registro
Elisiário;paulista;3120;33.2;3742;467;2.5;0.128;0.279;342;90;24;0.986;8.3;6.1;1;1;0.747;17830.65;0.878;1;93.98;;1;0.3;1;0.097;Mata Atlântica;Não pertence;Capital Regional C (2C) - Município integrante do Arranjo Populacional de Catanduva/SP;0;Arranjo Populacional de São José do Rio Preto/SP - Capital Regional B (2B);São José do Rio Preto;Catanduva;São José do Rio Preto;Catanduva
